course_title,content_duration
"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",2.5
Complete Wordpress Theme Development Course,6.5
How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,3.5
Build A Web App With Spring Framework and Angular 2,8.0
Projects in Laravel: Learn Laravel Building 10 Projects,10.5
Javascript Intermediate level 3 - JSON,2.5
JavaScript DOM Dynamic Web interactive content Boot Camp,2.5
"Master JavaScript Programming, 3 Projects Included !!",10.5
Complete Codeigniter: From Beginner to Advanced,3.0
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",8.0
Complete React JS web developer with ES6 - Build 10 projects,12.0
Complete WordPress Theme Developer Course With Bootstrap,25.0
The Complete Ethical Hacking Course 2.0: Python & Kali Linux,11.0
Dynamic JavaScript Master Class AJAX JSON Simple APIs,4.5
Vue JS - Mastering Web Apps,4.5
Angular NgRx Store Masterclass - Covers Angular 4,8.5
JavaScript the Basics - JavaScript for Beginners,9.0
"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",20.0
"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",7.0
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,4.0
CSS Development (with CSS3!),5.0
Angular 2 & TypeScript Beginner Web Development,19.5
The Docker for DevOps course: From development to production,7.5
"Beginner Full Stack Web Development: HTML, CSS, React & Node",25.5
Learn Angular 2 Development By Building 12 Apps,12.0
"Server API Development in Swift, Kitura, & Bluemix",20.5
React VR - Creating Virtual Reality Apps,3.0
RxJs & Reactive Programming Angular Masterclass - Angular 4,7.5
"Coding for Entrepreneurs: Learn Python, Django, and More.",45.0
React and Flux Web Development for Beginners,11.0
The Full Stack Web Development,33.0
Learn Nodejs by building 12 projects,16.0
Joomla 3 - The Basics,3.0
jQuery in Action: Build 8 jQuery Projects,11.0
ASP.NET C# - Enterprise Web Systems From Novice to Expert,3.5
Wordpress - Create an Outstanding Website in 2 hours,2.5
Complete Website & CMS in PHP & MySQL From Scratch!,12.5
The Complete Web Development Tutorial Using React and Redux,4.0
Create and Deploy a Web App in 3 Hours,3.5
HTML & CSS From Scratch in 30 Days,11.5
Web Design for Web Developers: Build Beautiful Websites!,3.0
"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",3.0
Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,4.0
The Complete HTML5 and CSS3 Course,15.0
HTML & CSS for beginners: Build 3 projects from scratch,4.0
Introduction to Bootstrap 3,2.5
Master ExpressJS to Build Web Apps with NodeJS&JavaScript,3.5
HTML5 CSS3 JQUERY Single Page Website Project from Scratch,2.5
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,3.5
HTML and CSS Crash Course for Beginners,4.5
Introduction to Web Development,4.5
How to set up a Web Server From Scratch to One Fully Managed,3.0
The Complete PHP MySQL Professional Course with 5 Projects,19.5
Angular Masterclass,6.5
Become a Professional Web Developer | Version 3.0,60.0
Build Incredible Chatbots,11.5
Try Django 1.10 | Create a URL Shortening Service,5.5
Projects in CSS,10.0
Ruby on Rails: Training and Skills to Build Web Applications,7.0
Learn and Understand React,16.5
The Ultimate Web Developer How To Guide,22.5
"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",13.5
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,7.0
The Complete PHP CodeIgniter Course: Beginner To Advanced,4.0
JavaScript For Beginners : Learn JavaScript From Scratch,5.5
"Mastering 'Native CSS Shapes To Build Modern Web Pages""",3.5
Javascript Intermediate level 1 - Mastering the DOM,3.0
Servlets and JSPs Tutorial: Learn Web Applications With Java,10.0
Projects in PHP and MySQL,23.0
PHP OOP: Object Oriented Programming for beginners + Project,18.0
React Redux React-Router: From Beginner to Paid Professional,6.5
Django Core | A Reference Guide to Core Django Concepts,18.5
"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",20.5
"Build An Online Bank With Java, Angular 2, Spring and More",6.5
The Complete jQuery Course: From Beginner To Advanced!,6.0
Projects in AngularJS - Learn by building 10 Projects,14.5
The Ultimate Vue JS 2 Developers Course,13.0
React JS - Build real world JS apps & deploy on cloud,8.5
Angular 4 Front To Back,8.5
"Modern Web Development with SASS, Gulp, NPM & Web Workflows",5.0
"Angular 4 - Concepts, Code and Collective Wisdom",4.5
Learn E-Commerce Website in PHP & MySQL From Scratch!,17.5
HTML and HTML5 For Beginners 2016,3.0
A Very Complete Introduction To Laravel,6.0
"Learn to code, Become a Web Developer and Master JavaScript!",10.0
jQuery Essentials: Learn the Fundamental of jQuery,3.5
Expert Guide : Mastering Functions in JavaScript !,2.5
jQuery Fundamentals Powerful Bootcamp for beginners,3.0
The Complete HTML & CSS Course - From Novice To Professional,7.5
Bootstrap unleash the power faster & easier web development,5.5
JavaScript Design Patterns: 20 Patterns for Expert Code,3.5
Javascript from Beginner to Advanced Level,6.5
AJAX Development,3.0
PHP Security,2.5
The Bubble Course - Create Complete Web Apps without Coding,4.5
The Complete HTML5 & CSS3 Course Build Professional Websites,4.5
CSS Web Development Crash Course,2.5
Mastering DevOps,6.0
Create a Dynamic User Registration Form from scratch,3.0
A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,14.0
Python for Beginners: Python Programming Language | Tutorial,5.0
Bootstrap 3 -> Profitable WordPress Theme Development!,3.5
Learn How to Manage & Customize  Web Sites By Drupal CMS,2.5
Using Modern JavaScript Today,16.5
Up and Running with jQuery,5.0
Learn How To Build A Professional Web Site By Using Joomla,4.0
Node Package Manager Course: Build and Publish NPM Modules,6.5
PHP with Laravel for beginners - Become a Master in Laravel,29.5
JavaScript 2017: Become Top Rated Web Developer,3.0
The Complete Web Developer Bootcamp - Beginner to Expert,21.5
Full-Stack Web Apps with Meteor and React,31.5
Angular 4: From Theory to Practice & FREE E-Book,15.5
The Complete Sass & SCSS Course: From Beginner to Advanced,4.0
Become a Certified Web Developer,12.0
Become a Web Developer from Scratch,27.5
Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,5.5
The Ultimate Beginner's Guide to Django,9.0
React JS - Mastering Redux,5.0
Professional Ruby on Rails Developer with Rails 5,20.5
"Ruby on Rails 5 - BDD, RSpec and Capybara",14.5
Back to School Web Development and Programming Bundle,44.5
Complete ASP NET MVC Web Development - Newbie to Ninja!,9.0
The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,14.0
All about NodeJS,15.5
How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,5.5
The Complete jQuery Course - From Beginner to Professional!,22.5
Build a complete Fiverr clone with Node + Algolia + Paypal,9.0
The Ultimate Web Development Course,12.0
React From The Ground Up,12.5
Javascript for Beginners Learn by Doing Practical Exercises,3.5
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,16.0
Wordpress Website Mastery 2017,2.5
How To Make an eCommerce Website With Wordpress 2017,4.5
Mastering ASP.NET MVC 5 From Scratch Using C#,13.0
Start Web Development with GIS Map in JavaScript,3.0
Learn to Build Websites using Twitter Bootstrap,2.5
Web Development Tools the Pros Use: Code Productivity Hacks,4.0
Learn HTML and CSS to make a Website,6.0
Angular 2 Crash Course with TypeScript,4.0
Professional Rails Code Along,19.0
Create a MEAN App by Example - Full Stack Course,3.5
The Original Complete Web Developer Course.,18.0
Angular 2 From The Ground Up,11.5
Complete Web Development Course + Building 5 Websites!,24.5
WP Plugin Development - Build your own plugin!,4.0
Build Flat Responsive Website from Scratch - Complete Course,7.5
"Essential JavaScript, jQuery and AngularJS Training",7.0
The Pro Ruby on Rails Starter,2.5
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,2.5
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",25.0
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,15.5
Learning Path: Magento: Master and Test Magento 2 with Ease,6.0
The Complete hapiJS Course - Go From Beginner To Advanced!,6.0
Ruby On Rails For Web Development,5.0
Create eye-catching WordPress website from scratch,4.5
Become A Web Developer And Seller - Build Websites With HTML,2.5
WordPress Tips and Tricks,2.5
HTML Tutorials : HTML Code for Website Creating,3.0
Complete HTML5 and CSS3 Course +1 Start to Finish Project,8.5
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,5.0
HTML5 Specialist: Comprehensive HTML5 Training,5.0
CSS and CSS3 For Absolute Beginners,5.0
ReactJS and Flux: Learn By Building 10 Projects,11.0
How To Make A Business Website In 1 Day With Wix FAST & EASY,4.0
Learn JavaScript from scratch,2.5
WordPress for Beginners - Tutorial - From Novice to Know-How,4.0
RESTful API with Laravel,6.0
Learn Ruby on Rails for Absolute Beginners,4.5
JavaScript Tutorial,4.5
Shopping Cart Website from Scratch Ecommerce,4.0
Learn By Example: Angular JS,7.0
The Complete front end web developer Bootcamp - 14 projects,18.5
In Depth Web Development Made Easy,6.5
Build Your First Website in 1 Week with HTML5 and CSS3,3.0
"ASP.NET Core MVC, Quick and Practical",2.5
JavaScript Complete for beginners with real world Apps,3.5
Angular 2 Demystified,3.5
Ruby on Rails for Complete Beginners,4.0
Wordpress for Non-Technical People,4.5
ASP NET CORE - ANGULAR 2 E-Commerce App,13.0
Introductory JavaScript Made Easy Training Tutorial,11.0
Become a Heroku Rails Ninja: Expert Level Deployment Tools,8.5
Complete RESPONSIVE Website Design with HTML5 & CSS3,9.0
Pimcore Developer: Implement a Blog from a Bootstrap Theme,4.5
Inspirational Web Development - A Beginner Approach -,3.5
"Learn HTML, A practical guide from scratch to HTML 5",3.0
Ultimate WordPress Plugin Course,9.0
PHP for Beginners: How to Build an E-Commerce Store,14.5
"Build Realtime Apps | React Js, Golang & RethinkDB",3.0
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",5.5
The Complete Web Developer Masterclass: Beginner To Advanced,51.0
How to Create A Website: An HTML Tutorial and CSS Tutorial,32.5
The Advanced Web Developer Course,10.5
Projects in MongoDB - Learn MongoDB Building Projects,12.0
Learning JavaScript Programming Tutorial. A Definitive Guide,9.5
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",3.0
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",13.0
The Complete JavaScript Course For Web Development Beginners,4.0
RESTful API with Laravel 5.4: Definitive Guide,12.5
Learn React : The World's Most Lucrative JavaScript Library,9.5
Try AngularJS: Beginner's Guide to Front End Web Development,4.5
Explore JavaScript Beginners Guide to Coding JavaScript,2.5
Learn HTML5 Programming From Scratch,10.5
Master ECMAScript 2015 (ES6),2.5
Learn to Setup Websites from Scratch,3.5
Create Fast RESTful APIs with Lumen and Homestead by Laravel,3.0
"Build Modern Websites Quick With HTML,CSS and Bootstrap",4.5
The Ultimate WordPress Boot Camp: Build 7 Websites,11.0
Master the Basics of HTML5 & CSS3: Beginner Web Development,3.0
Become A Full Stack Web Developer in 14 Days,13.5
Projects In ReactJS - The Complete React Learning Course,8.0
Step by Step Build Your Template by Bootstrap 4 from scratch,3.0
JavaScript Rockstar How to create Incredible Useful code,2.5
Spring Core DevOps on AWS,6.5
Learn how to convert PSD to HTML and CSS responsive,2.5
PHP User Login Registration Script With All Features,4.0
AJAX : Let's build a COOL project,3.5
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,7.5
The Complete TypeScript Programming Guide for Web Developers,4.0
JavaScript with BackboneJS and Bootstrap CSS - Advanced,3.5
Learn HTML Basics From Scratch,3.0
Byte-Sized-Chunks: Dynamic Prototypes in Javascript,3.0
Build Websites from Scratch with Squarespace,3.5
Introduction to web programming for GIS applications,13.5
Java Spring Security,2.5
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,3.0
Sara Learns to Code.  Making an App from Scratch,4.0
Django by Example,9.0
Mastering TypeScript,3.0
The Complete Web Developer Masterclass: Beginner To Advanced,2.5
"Learn By Example: The Foundations of HTML, CSS & Javascript",13.0
Learn React JS from scratch,4.0
Web Security: Common Vulnerabilities And Their Mitigation,8.0
PHP for Beginners,6.0
Learn ASP.Net Web API 2 for Absolute Beginner,3.5
How to Make a Website Without Coding- WordPress & Web Skills,9.0
Learn WCF And Web APIs From Scratch,10.5
How To Build A Website From Scratch + Blogging Blueprint,3.5
Build Sign Up and Login Forms With Bootstrap Modal,4.0
"Build a Real Time web app in node.js , Angular.js, mongoDB",4.0
The Complete WordPress Development & Customization Course,12.5
PHP: Complete Registration and Login with Email Verification,2.5
JavaScript from Beginner to Expert,12.5
PHP Essential How to create build Amazing websites with PHP,3.5
HTML CSS JavaScript: Most popular ways to code HTML CSS JS,3.5
Bootstrap 3 Beginners: Create a Professional Landing Page,2.5
Introduction to Node.js for Beginners,6.0
Introduction to Coding with Ruby,3.5
Complete PHP and MySql Course: From Beginner to Professional,6.5
Angular JS Essentials,4.0
"Web Application Development using Redis, Express, and Socket",6.0
Learn ASP NET MVC 5 step by step,3.0
Tumult Hype Pro Basics: HTML5 Animations Made Easier,4.0
Ruby on Rails 4---A Test-Driven Approach,19.0
JavaScript from Beginner to Advanced,17.0
WordPress Theme Academy with Bootstrap,7.5
Building a eCommerce Startup in 4 Hours [Livestream],3.0
Responsive PHP Registration Form: From Scratch,4.0
Learn Bootstrap And Make Responsive Websites,3.5
Bootstrap Basics: Program Responsive Websites,3.0
"Create Complete Sign up System using PHP, jQuery and Ajax",3.0
Learn Complete WordPress for Building a Professional Sites,9.0
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,2.5
Bootstrap Essential Training - Create Your Very Own Website,9.0
Angular 2 Jump Start With Typescript,4.0
Learn Plugin Development in WordPress By Building  Projects,11.0
"Build Your Startup with No Coding (Design, Develop & Ship)",8.0
The Web Developers Guide: Learn HTML & CSS Fundamentals,7.0
Learn Drupal 8 - With a Live Project,3.5
Supreme NodeJS Course - For Beginners,3.5
Become a Bootstrap Expert: Build 20 Layouts!,17.5
PHP : Learn to upload files to Amazon S3 and use CloudFront,3.0
Projects in Django and Python,6.5
"Create, Update and Manage Your Own Website Using Drupal 7",7.0
Learn To Program JavaScript (in ten easy steps),5.5
The WpFASTER WordPress Speed Optimization Master Course,7.0
How to Build Your Own Website with WordPress: A Step-by-Step Guide ,6.0
Build Apps with ReactJS: The Complete Course,5.5
Create a Responsive Website with Bootstrap 3,3.0
Lerning PHP by building website,8.0
CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,44.5
Complete Guide to Front-End Web Development and Design,16.5
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",5.0
Javascript for Beginners,3.0
Regular Expressions for Beginners - Universal,3.0
Learn Redis from Scratch,3.0
Create a business website with WordPress,4.0
Mastering CSS,5.0
How to Create a Wordpress Website from Scratch - No Coding,3.0
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,2.5
The Complete Guide to JavaScript Development,14.0
Basic HTML CSS and Web Design,9.0
Build Professional WordPress Website,3.5
Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,57.0
Learn by Example : ReactJS,7.5
React.js Quickly: Developing Scalable Web User Interfaces,4.0
JavaScript - Tricks and Workarounds,5.0
JavaScript for beginners with live examples,4.0
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,2.5
Laravel(5.2) PHP Framework  Jump Start for beginners,3.0
Professional WordPress Theme Development For 2017,8.0
Learn Laravel PHP Framework Building Multi User SEO Blog APP,9.5
Javascript Specialist,8.0
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,3.0
"Laravel, the complete guide with real world projects",14.0
HTML CSS: Essential steps to learn HTML CSS,2.5
Learn Html5 & CSS3 from scratch,2.5
Responsive Web Design: Made Easy,6.5
Parse Server: From Front End to Full Stack,6.0
Codeigniter: How to use Codeigniter that drives knowledge,3.0
jQuery for Beginners - Create Website Animations Easily,3.0
Web Development with BootStrap - 16 Instant Themes Included!,3.5
Coding for Entrepreneurs Basic,3.5
The CSS and CSS3 Crash Course,13.0
Build a Business or Personal Website Using Wordpress,4.5
Learn By Example: PHP For Dynamic Websites,13.0
Learn ReactJS: Code Like A Facebook Developer,5.0
Learn to Build Web Apps using D3JS,3.5
Joomla for Beginners - Learn how to build a website with CMS,3.5
Learning Drupal 8,9.5
Mastering JavaScript,4.0
PHP Development with the Laravel Framework,3.5
WordPress Development - Themes and Plugins Complete Guide,5.5
Basic JavaScript: Build 4 Basic JavaScript Projects,4.5
HTML and CSS for Beginning Web Developers,9.0
Popular JavaScript Framework:Learn The Language Of Angular 2,11.0
The Ultimate Guide to the Best WordPress Plugins Part 1,10.5
The Complete Wordpress Plugin Development Course - 8 Plugins,2.5
You can create Incredible Websites with HTML CSS learn how,2.5
The Sass Course! Learn Sass for Real-World Websites,3.5
Master Angular 4 by Example - Build 7 Awesome Apps!,8.0
Create A Custom Responsive WordPress Website For A Client,4.5
Mastering HTML5 Programming - The Easier Way,7.0
Spring Framework 4 (Java Enterprise JEE) with AngularJS,13.5
Build A Weather App With Ajax Using Open Weather Map API,4.0
Learn and Earn with HTML & CSS,4.0
Get started Creating Websites Everything you need provided,3.0
Modern Web Development with Laravel 5.2 (PHP Framework),12.0
Programming for Entrepreneurs - JavaScript,2.5
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,3.5
Learn jQuery by Example Course,5.0
Wordpress Theme Development for Beginners,8.0
So you think you know JavaScript?,6.0
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,5.5
Learn jQuery: An In-depth Course For Beginners,4.5
JavaScript for Beginning Web Developers,4.5
JQuery Create Overlay Popups from scratch using Jquery,2.5
Vue JS 2: From Beginner to Professional,15.5
Ultimate AngularJS: Build a Real-World App from Scratch,5.5
The All-In-One Web Development Course,18.5
Code a Responsive Website Using HTML5 and CSS for Beginners,7.5
AngularJS for the Real World - Learn by creating a WebApp,7.0
Create a REAL Social Network like Facebook in PHP + MySQL,16.5
Advanced Node.js Development,3.0
ASP.NET MVC 5 Project - Facebook Clone,5.0
jQuery for Beginners,4.0
"Build A Web App with VueJS, Spring Framework and MongoDB",3.5
Zend Framework 2: Learn the PHP framework ZF2 from scratch,6.5
X theme for WordPress: Responsive web design without code!,7.0
How to Make a Wordpress Website 2017,3.0
CSS Specialist: Comprehensive CSS Training,6.0
Introduction to Laravel 4,2.5
Amazon Alexa Development: From Beginner to Intermediate,2.5
The Build a SAAS App with Flask Course,10.0
Building An E-Commerce Store Using Java Spring Framework,14.5
Typescript Masterclass & FREE E-Book,7.5
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,10.5
JavaScript - Become Higly Paid Front End Developer,3.5
Django + AngularJS for a Powerful Web Application,5.5
WordPress Academy: Learn WordPress step by step,7.5
Web Development Essential Skills - Complete HTML and CSS,7.0
Laravel Account Activation Project,2.5
WordPress: Create an Amazing Website With Ease,2.5
Kali Linux Web App Testing,3.0
"Web Scraping with Python, Ruby & import. io",4.5
WordPress 2016 for Beginners : Build awesome websites!,4.0
Learn to make websites with Google's Material Design Lite,5.5
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,5.0
Complete Python Web Course: Build 8 Python Web Apps,16.0
Web Design for Beginners: Real World Coding in HTML & CSS,9.0
Ethereum Developer: Build A Decentralised Blockchain App,3.5
The Complete Web Development Course -  Build 15 Projects,76.5
Angular 2 + Rails 5 Bootcamp,9.0
Javascript - From Beginner to Pro-Build real world JS apps,11.5
The complete JavaScript developer: MEAN stack zero-to-hero,11.5
Running a Web Development Business: The Complete Guide,19.5
Projects In JavaScript & JQuery,9.0
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,11.0
"Full stack Universal React with Redux, Node js and MongoDB",5.0
Be a Bootstrap Developer from scratch,3.5
Learn How To Become a Web Developer From Scratch,11.0
BDD with Ruby on Rails using RSpec 3 and Capybara,13.0
Learn By Example: jQuery,7.0
Professional Python Web Development Using Flask,14.5
Voiceover Audio Secrets - Your Way to Top Audio Quality,2.5
jQuery UI In Depth,10.5
Codeless Website Development with Adobe Muse,3.5
Learn Reactivex From Ground Up,5.0
Master WCF 4.0 From Scratch Using C#,7.0
Drupal 7 for Beginners,2.5
Java Web Services Part 2,3.0
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,20.0
Learn To Create WordPress Themes By Building 10 Projects,16.5
The Complete NodeJS Course: Build a Full Business Rating App,12.5
Master the MEAN Stack - Learn By Example,4.5
First Web Application with Spring Boot,4.0
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,8.5
Backbone Tutorial: Learn Backbonejs from Scratch,5.5
AngularJS Custom Directives with Dan Wahlin,6.0
Angular 2+ with Typescript - Essential Training,3.0
Learn Angular 2 from Beginner to Advanced,10.0
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,4.0
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,4.0
Learning Docker and Kubernetes by Lab,5.0
Projects in ExpressJS - Learn ExpressJs building 10 projects,15.5
PHP For Beginners : Learn PHP From Scratch!,3.5
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,9.0
Professional RESTful API Design using Python Flask,4.5
HTML5 APIs For JavaScript - A Course For Web Developers ,5.0
Comprehensive JavaScript Programming,3.0
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,20.0
Accelerated ES6 JavaScript Training,6.0
AWS Serverless APIs & Apps - A Complete Introduction,8.0
Python and Django Full Stack Web Developer Bootcamp,31.5
The Complete Elixir and Phoenix Bootcamp,14.5
Build a Real-world App with ASP.NET Core and Angular 2 (4+),10.5
REST APIs with Flask and Python,12.5
Angular 4 (formerly Angular 2) - The Complete Guide,22.0
Build Websites from Scratch with HTML & CSS,8.0
PHP for Beginners -Become a PHP Master - Project Included,30.5
The Professional Ruby on Rails Developer,17.0
The Complete Ruby on Rails Developer Course,31.5
Docker Technologies for DevOps and Developers,3.0
JavaScript programming: JavaScript for beginners,5.0
JSON in Action: Build JSON-Based Applications,3.5
Learn OAuth 2.0 - Get started as an API Security Expert,3.5
AngularJS For .Net Developers From Scratch,4.5
"Jekyll: make fast, secure static sites and blogs with Jekyll",2.5
HTML and CSS BootCamp for Beginners,6.5
Hosting Django: Amazon Web Services (AWS) Fundamentals,5.5
Angular Advanced MasterClass & FREE E-Book,6.5
Learn Responsive Web Development from Scratch,4.5
The Complete Developers Guide to MongoDB,13.5
Electron for Desktop Apps: The Complete Developer's Guide,8.0
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),18.0
"React JS, Angular & Vue JS - Quickstart & Comparison",8.0
The Complete JavaScript Course: Build a Real-World Project,17.5
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,8.5
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,9.5
Meteor and React for Realtime Apps,9.0
The Web Developer Bootcamp,43.0
AngularJS JumpStart with Dan Wahlin,10.0
The Complete Web Developer Course 2.0,30.5
Ultimate Web Designer & Developer Course: Build 23 Projects!,32.5
Projects in Node.js - Learn by Example,5.0
Building Data Visualizations with D3 and Angular 2,3.5
Learn Object Oriented PHP By Building a Complete Website,4.5
Web Programming Course : Asp.Net MVC,3.5
Learn Spring Framework Practically - Hands On Recipies,5.5
One-stop Ruby on Rails: Build Web Applications from Scratch,18.5
Learn what's new in PHP 7,3.5
The Most Comprehensive Web Development Course,42.0
Learn and Understand AngularJS,7.0
JavaScript: Understanding the Weird Parts,11.5
Webpack 2: The Complete Developer's Guide,5.5
Build Responsive Real World Websites with HTML5 and CSS3,12.0
ES6 Javascript: The Complete Developer's Guide,6.5
Learn and Understand NodeJS,13.0
Understanding TypeScript,7.0
Advanced React and Redux,12.0
Modern React with Redux,26.5
Angular Styling & Animations (for Angular 2 and Angular 4),6.0
The Complete ASP.NET MVC 5 Course,7.5
GraphQL with React: The Complete Developers Guide,13.0
Bootstrap Tutorial - Essentials From Basic to Advanced,7.5
CSS Tutorial For Beginners: Style Your Wordpress Templates,3.5
HTML5 And CSS3 - Build Modern Responsive Websites,9.5
Web Development: Make A Website That Will Sell For Thousands,7.5
WordPress Basics to Business: Share and Sell your Expertise,3.5
JavaScript Fundamentals,5.0
Building a Website With Jekyll,3.0
Big Data and Apache Hadoop for Developers - Fundamentals,3.0
Learning Path: React: Make Stunning React Websites,6.5
Administering Microsoft SQL Server 2012 Databases - 70-462,5.5
Introduction to Frontend Web Development For  Beginners,4.5
PHP: Complete Login and Registration System with PHP & MYSQL,7.5
JavaScript Complete Guide to learning JavaScript,5.5
Advanced Scalable Python Web Development Using Flask,14.0
Cross-Platform Development with ASP.NET Core 1.0 MVC,5.5
Practical PHP: Master the Basics and Code Dynamic Websites,6.5
Sass Workflow,3.0
JavaScript for beginners - A Complete Guide,10.5
Learn to Build Web Apps using Laravel Framework,6.5
Learn SASS and improve your CSS,3.0
Angular Tutorial For Beginners,2.5
HTML and CSS for Absolute Beginners,3.0
"JavaScript, jQuery and Ajax",4.0
React: Learn ReactJS Fundamentals for Front-End Developers,4.0
The Complete HTML5 and CSS3 Course - with 8 Websites Design,7.5
Introduction to Modern Programming with PHP,16.0
Learn HTML & CSS: How To Start Your Web Development Career,4.5
React vs Angular vs Vue.js by Example,3.5
Create WordPress Plugins,2.5
Build your own Beautiful Blog in WordPress + SEO,3.0
Docker for Developers - Newest Version 1.12 with Swarm Mode,5.5
HTML and CSS for Beginners - Build a Website & Launch ONLINE,6.0
"Core: A Web App Reference Guide for Django, Python, and More",26.0
"JSON with Java APIs, jQuery and JSON REST Web Services",6.0
Bootstrap 4 Quick Start: Code Modern Responsive Websites,3.0
Learn Symfony 3 framework by practical examples,4.0
Django For Beginners,4.0
Introduction to QGIS Python Programming,3.5
Learning Object-Oriented JavaScript,3.0
Learn Bootstrap3 With Multi Purposes Single Page Layout,21.0
HTML for Beginners,2.5
How to Build WordPress Themes: A Web Designer's Guide,5.5
Python Web Programming,6.0
Build a Complete Registration and Login System using PHP MVC,5.0
React for visual learners,3.5
Master the Art of Web Design with HTML & CSS,3.0
Implementing a Data Warehouse with SQL Server 2012 ,5.0
Learning 200 jQuery Functions with 800 Examples,18.5
Create Complete Web Applications easily with APEX 5,7.0
Become a Certified Web Developer - Beginner to Expert,8.0
Complete Bootstrap 4 course - build 3 projects,5.0
All You Need To Know About AngularJS - Training On AngularJS,5.0
PSD To a Creative Landing Page Using Twitter Bootstrap 3,4.0
Ready for Production with Spring Boot Actuator,2.5
AngularJS For Beginners,3.0
Learning Path: Akka: Building Applications and Microservices,4.5
Mastering Meteor: Reactive Full Stack JavaScript,3.0
Introduction to Java Programming for Online Learners,22.0
Create full featured Landing Page in Ruby on Rails in 3 hour,3.0
How to create a  video blog with WordPress,4.5
Master EmberJS : Learn Ember JS From Scratch,6.5
Learn Top Ten PHP FrameWorks By Building Projects,17.5
Learning Path: Web Applications with Spring and Angular,4.0
Learn Ruby on Rails By Building Projects,13.0
Canvas image Creator HTML5 JavaScript project from Scratch,3.5
Javascript Essentials,8.5
Learn how to quickly build websites using Wordpress,3.5
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,5.5
PHP Specialist (2017 Edition),3.5
Python Programming: Create an Digital Marketplace in Django,26.0
Mastering Thymeleaf with Spring,4.5
Learn Rails Programming in Less than 2 Hours,2.5
Learn JavaScript Dynamic Interactive Projects for Beginners,3.0
SAP - Learn SAPUI5 Professional Development,7.0
Wordpress Security,2.5
Learn HTML5 At Your Own Pace. Ideal for Beginners,7.0
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,8.5
Build Real World Websites from Scratch using HTML5 and CSS3,7.5
"Modern JavaScript: Building Real-World, Real-Time Apps",13.5
Core HTML How to get online quickly HTML to HTML5 ,3.5
Building Websites JavaScript and the DOM,3.0
Complete Login and Registration System in PHP and MYSQL,4.0
The Complete E-Commerce Web Developer Course 5.0,12.5
Advanced HTML5 Tutorial for Web Developers,7.5
Learn the Basics of Programming for Marketers,3.5
Css For Beginners,2.5
Build Web Apps Using EmberJS: The Complete Course,4.5
SharePoint 2013 Development using C# - Part I,8.5
Angular 2 Fundamentals for Web Developers,6.0
